MachineID,ActionPoint,Sensor1,Sensor2,Sensor3,Sensor4,ServicePeriod,ErrorID_error1,ErrorID_error2,ErrorID_error3,ErrorID_error4,ErrorID_error5,ComponentReplacement_Component2,ComponentReplacement_Component3,ComponentReplacement_Component4,ComponentReplacement_Component1,ComponentAttended_Component2,ComponentAttended_Component3,ComponentAttended_Component4,ComponentAttended_Component1,ServiceType_ComponentRepair,ServiceType_ScheduledService,MachineModel_model2,MachineModel_model3,MachineModel_model4,MachineModel_model1
MID11124,NoIssue,170.63291696372923,447.66693219493885,100.72748166895173,40.50020257634319,160460,1.0,2.0,1.0,1.0,6.0,2.0,0.0,10.0,2.0,5.0,6.0,9.0,12.0,31.0,1.0,0.0,8023.0,0.0,0.0
MID11125,ComponentRepair,170.51114836739765,446.298874252243,100.87039398803586,40.454378923230166,152456,3.0,2.0,2.0,0.0,5.0,4.0,0.0,8.0,3.0,9.0,6.0,7.0,10.0,29.0,3.0,0.0,8024.0,0.0,0.0
MID11126,ComponentRepair,170.8124519132497,447.0020233827741,100.9508359703351,40.48944230213146,160460,2.0,2.0,2.0,0.0,3.0,4.0,0.0,4.0,2.0,10.0,8.0,5.0,6.0,29.0,0.0,0.0,0.0,8023.0,0.0
MID11129,ComponentRepair,170.89404472436982,447.25679484908926,100.63395181840856,40.47685805437773,152342,3.0,2.0,0.0,1.0,4.0,0.0,0.0,7.0,3.0,6.0,8.0,9.0,7.0,28.0,2.0,0.0,0.0,8018.0,0.0
MID11131,NoIssue,170.40440900137193,447.6872113950884,100.80328904750007,40.53589005859619,160420,2.0,1.0,2.0,0.0,3.0,2.0,0.0,5.0,2.0,5.0,9.0,5.0,9.0,25.0,3.0,0.0,8021.0,0.0,0.0
MID11132,ComponentRepair,170.38404683796944,446.6943949856563,100.92756357864529,40.669663392790284,152323,1.0,3.0,4.0,1.0,6.0,3.0,0.0,8.0,0.0,6.0,6.0,8.0,4.0,24.0,0.0,0.0,0.0,8017.0,0.0
MID11134,ComponentRepair,171.00743379491007,447.17797317864205,100.57861369136744,40.52369655813384,160320,5.0,1.0,3.0,0.0,4.0,1.0,0.0,5.0,4.0,7.0,9.0,7.0,4.0,26.0,1.0,0.0,8016.0,0.0,0.0
MID11135,ComponentRepair,170.30444006734,445.4283814066596,100.89786395685223,40.432682711061204,152361,3.0,3.0,3.0,0.0,3.0,4.0,0.0,3.0,2.0,7.0,5.0,9.0,5.0,24.0,2.0,0.0,0.0,8019.0,0.0
MID11136,ComponentRepair,171.0140864787328,446.9949987277036,101.26622068853685,40.6002772782837,160340,3.0,1.0,1.0,5.0,5.0,1.0,5.0,8.0,3.0,6.0,8.0,7.0,4.0,25.0,0.0,8017.0,0.0,0.0,0.0
MID11137,ComponentRepair,170.56652250467354,445.4916517258563,100.82603278629321,40.58083625171353,152475,1.0,4.0,4.0,0.0,4.0,6.0,0.0,7.0,0.0,8.0,3.0,10.0,12.0,29.0,4.0,0.0,0.0,8025.0,0.0
MID11138,ComponentRepair,170.49183097907328,445.64409235176913,101.04887048330859,40.562050718734426,160560,2.0,3.0,3.0,1.0,4.0,5.0,0.0,6.0,2.0,13.0,5.0,7.0,11.0,34.0,2.0,0.0,0.0,8028.0,0.0
MID11139,ComponentRepair,170.75507077153128,445.8090393992269,100.6778183547302,40.598059311977934,152437,4.0,3.0,2.0,2.0,4.0,3.0,0.0,6.0,4.0,7.0,10.0,7.0,7.0,26.0,5.0,0.0,8023.0,0.0,0.0
MID11140,NoIssue,170.84643253928616,446.77818989772925,100.73034090546328,40.42576185582422,160360,2.0,3.0,3.0,0.0,3.0,5.0,0.0,3.0,4.0,5.0,9.0,6.0,5.0,22.0,3.0,0.0,8018.0,0.0,0.0
MID11141,NoIssue,170.71120715889242,446.7587400224494,100.62615899975098,40.46277621850836,152342,3.0,2.0,3.0,0.0,4.0,3.0,0.0,3.0,3.0,7.0,8.0,7.0,5.0,27.0,0.0,0.0,0.0,8018.0,0.0
MID11143,ComponentRepair,170.51209471585236,445.1383207502494,100.68560549850447,40.50491745638086,144432,1.0,5.0,5.0,1.0,5.0,7.0,0.0,8.0,0.0,10.0,6.0,9.0,4.0,29.0,0.0,0.0,8024.0,0.0,0.0
MID11144,ComponentRepair,170.78106725663793,446.7850908762287,100.52188489966355,40.52066383397739,144414,1.0,3.0,4.0,0.0,4.0,4.0,0.0,6.0,2.0,8.0,7.0,9.0,8.0,30.0,2.0,0.0,0.0,8023.0,0.0
MID11145,ComponentRepair,170.56763978802994,446.28740168329364,100.55248070698242,40.43440517955097,144360,1.0,2.0,2.0,0.0,5.0,2.0,0.0,8.0,2.0,6.0,5.0,7.0,9.0,25.0,2.0,0.0,0.0,8020.0,0.0
MID11146,ComponentRepair,170.80188623269842,446.43172112483,100.64789574385814,40.68504509913967,152361,4.0,3.0,1.0,1.0,6.0,1.0,0.0,9.0,3.0,4.0,5.0,7.0,11.0,25.0,2.0,0.0,0.0,8019.0,0.0
MID11147,ComponentRepair,170.55043216111758,445.11226250155966,100.42278986656697,40.4023509814192,152361,3.0,3.0,4.0,1.0,3.0,5.0,0.0,4.0,1.0,6.0,8.0,4.0,10.0,27.0,1.0,0.0,8019.0,0.0,0.0
MID11148,ComponentReplacement,170.96146144353062,448.9538795437554,100.69757711792546,40.550606917227526,152418,4.0,2.0,2.0,1.0,4.0,2.0,0.0,8.0,6.0,2.0,10.0,9.0,8.0,29.0,0.0,0.0,8022.0,0.0,0.0
MID11150,ComponentReplacement,170.90686724417296,448.2623506917606,101.21009744983198,40.47503612239798,152437,1.0,2.0,1.0,4.0,4.0,3.0,7.0,7.0,1.0,10.0,10.0,8.0,2.0,27.0,3.0,8023.0,0.0,0.0,0.0
MID11151,ComponentRepair,170.53721277285717,446.749187264563,100.88900026693304,40.53698613820645,152323,1.0,2.0,3.0,0.0,3.0,5.0,0.0,4.0,2.0,9.0,6.0,5.0,4.0,24.0,0.0,0.0,8017.0,0.0,0.0
MID11152,ComponentRepair,171.07458436993682,445.63834758818444,101.64237343013819,40.34146783123513,152437,4.0,4.0,5.0,4.0,2.0,5.0,7.0,3.0,5.0,11.0,8.0,3.0,8.0,29.0,1.0,8023.0,0.0,0.0,0.0
MID11154,ComponentRepair,170.71827700174597,447.68425103517257,100.6121249251682,40.42012301945626,144324,1.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,2.0,4.0,8.0,10.0,5.0,27.0,0.0,0.0,8018.0,0.0,0.0
MID11155,ComponentReplacement,171.14778579439204,447.06132510903365,101.40732332834884,40.54439773831775,144450,4.0,2.0,2.0,4.0,3.0,3.0,6.0,4.0,5.0,9.0,9.0,6.0,8.0,30.0,2.0,8025.0,0.0,0.0,0.0
MID11157,ComponentRepair,170.77236766795514,447.5060586812932,101.27730999999964,40.44745971706338,144414,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,7.0,6.0,7.0,10.0,30.0,0.0,8023.0,0.0,0.0,0.0
MID11159,ComponentRepair,170.7101391775701,446.03312913395666,101.14383597258576,40.53750577819319,152475,3.0,3.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,6.0,4.0,9.0,10.0,29.0,0.0,0.0,0.0,0.0,8025.0
MID11160,ComponentRepair,170.4747698230744,445.66036506354254,100.71629848990797,40.520642985297854,152494,1.0,5.0,7.0,1.0,3.0,9.0,0.0,4.0,0.0,8.0,6.0,10.0,7.0,31.0,0.0,0.0,0.0,8026.0,0.0
MID11162,NoIssue,170.6150605538923,446.62384387474975,100.64789739146693,40.390496121507105,152304,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,8.0,5.0,5.0,5.0,23.0,0.0,0.0,8016.0,0.0,0.0
MID11163,ComponentRepair,170.9151903551398,445.4147698442392,100.81729287850442,40.55748260436138,144450,2.0,6.0,5.0,0.0,4.0,7.0,0.0,8.0,2.0,10.0,5.0,8.0,8.0,31.0,0.0,0.0,8025.0,0.0,0.0
MID11164,ComponentRepair,170.4995789125826,446.0742489337829,100.43076561790741,40.53708207631888,152361,2.0,3.0,3.0,1.0,3.0,6.0,0.0,4.0,0.0,3.0,6.0,7.0,9.0,25.0,0.0,0.0,8019.0,0.0,0.0
MID11165,ComponentRepair,170.5658122911993,445.7363200573447,100.75511390052394,40.36765591872326,152418,2.0,4.0,3.0,0.0,2.0,6.0,0.0,4.0,2.0,12.0,6.0,3.0,5.0,23.0,3.0,0.0,0.0,8022.0,0.0
MID11167,ComponentReplacement,170.6522950006233,445.73991699289314,100.43925724223917,40.5262938985164,152399,3.0,6.0,5.0,1.0,3.0,7.0,0.0,4.0,1.0,8.0,6.0,6.0,7.0,26.0,1.0,0.0,0.0,8021.0,0.0
MID11168,ComponentRepair,171.0634194087563,447.0720842833963,100.74746725208908,40.39302794935769,144306,3.0,4.0,5.0,0.0,4.0,3.0,0.0,6.0,5.0,9.0,5.0,6.0,4.0,23.0,1.0,0.0,8017.0,0.0,0.0
MID11169,ComponentRepair,170.71290184492625,446.2634662428328,101.04629429444059,40.47252102094234,152418,1.0,3.0,2.0,2.0,5.0,4.0,2.0,7.0,2.0,7.0,8.0,7.0,6.0,27.0,1.0,8022.0,0.0,0.0,0.0
MID11170,ComponentRepair,170.58522585712512,447.49242595686474,101.087655806009,40.59255200723099,152399,3.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,6.0,3.0,5.0,9.0,10.0,27.0,0.0,8021.0,0.0,0.0,0.0
MID11171,ComponentRepair,170.645472547064,446.75557871836355,100.96238671238001,40.495932023438534,152399,3.0,3.0,3.0,0.0,3.0,4.0,0.0,5.0,3.0,6.0,9.0,5.0,5.0,25.0,0.0,0.0,8021.0,0.0,0.0
MID11173,ComponentRepair,170.70795515952142,446.23212157278107,100.87054526794654,40.609242843968076,144432,3.0,3.0,3.0,2.0,5.0,5.0,4.0,7.0,3.0,9.0,4.0,6.0,7.0,26.0,0.0,8024.0,0.0,0.0,0.0
MID11174,ComponentReplacement,170.6147152081772,448.6651877088027,100.75941883944164,40.553046181750055,144396,3.0,2.0,2.0,0.0,4.0,3.0,0.0,6.0,3.0,6.0,9.0,10.0,7.0,29.0,3.0,0.0,8022.0,0.0,0.0
MID11175,ComponentRepair,170.5324696112631,447.90739216297015,101.123770579367,40.545930541988476,152494,5.0,2.0,2.0,5.0,4.0,2.0,6.0,5.0,3.0,4.0,12.0,9.0,8.0,31.0,2.0,8026.0,0.0,0.0,0.0
MID11176,NoIssue,171.06059978789776,447.4099468247029,100.46534293200233,40.49765737741726,144270,3.0,1.0,2.0,1.0,4.0,1.0,0.0,5.0,3.0,7.0,5.0,6.0,4.0,22.0,0.0,0.0,0.0,8015.0,0.0
MID11177,ComponentRepair,170.73898231920225,445.9221599750608,100.50600602119755,40.4472240261847,152380,5.0,5.0,4.0,1.0,3.0,6.0,0.0,4.0,4.0,10.0,5.0,4.0,6.0,25.0,0.0,0.0,0.0,8020.0,0.0
MID11178,ComponentReplacement,170.80674056815363,447.42887919262466,100.84086157612775,40.51524342761034,152494,2.0,3.0,3.0,3.0,4.0,4.0,0.0,7.0,2.0,8.0,10.0,6.0,9.0,31.0,2.0,0.0,8026.0,0.0,0.0
MID11179,NoIssue,170.83613471373283,445.57712401147734,100.65071868903586,40.37232483722082,136289,3.0,4.0,6.0,0.0,5.0,4.0,0.0,6.0,3.0,8.0,5.0,4.0,8.0,22.0,3.0,0.0,8017.0,0.0,0.0
MID11180,ComponentRepair,170.90458555042972,446.3913512903624,101.4394939583593,40.624315931928756,144378,2.0,3.0,4.0,5.0,4.0,4.0,4.0,7.0,3.0,7.0,5.0,7.0,8.0,26.0,1.0,8021.0,0.0,0.0,0.0
MID11182,ComponentReplacement,170.72355616506624,446.2478189128535,100.74038040892646,40.49760787682333,144378,2.0,3.0,4.0,0.0,4.0,6.0,0.0,5.0,4.0,8.0,11.0,7.0,3.0,25.0,4.0,0.0,0.0,8021.0,0.0
MID11183,NoIssue,171.1244432988405,447.40999068694634,100.24128420022454,40.361794376013016,136357,3.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,5.0,3.0,9.0,6.0,8.0,26.0,0.0,0.0,8021.0,0.0,0.0
MID11184,NoIssue,170.83433566171905,446.6135301858556,100.48076038168874,40.4169547274542,136289,2.0,2.0,2.0,2.0,3.0,3.0,0.0,4.0,4.0,9.0,5.0,4.0,6.0,24.0,0.0,0.0,8017.0,0.0,0.0
MID11185,NoIssue,170.79008453672557,447.68244944506773,100.79970069335374,40.52654851727161,144342,1.0,4.0,1.0,0.0,3.0,3.0,0.0,6.0,2.0,5.0,6.0,4.0,9.0,21.0,3.0,0.0,8019.0,0.0,0.0
MID11187,ComponentRepair,170.81038829614917,446.90142328306183,100.75774368316064,40.57379679546308,144414,6.0,3.0,4.0,0.0,3.0,5.0,0.0,6.0,5.0,10.0,3.0,10.0,5.0,28.0,0.0,0.0,8023.0,0.0,0.0
MID11188,ComponentRepair,170.6112949239212,447.4538122848588,100.74456593913698,40.50955896981805,144324,2.0,1.0,1.0,0.0,4.0,1.0,0.0,7.0,0.0,4.0,6.0,5.0,10.0,22.0,3.0,0.0,8018.0,0.0,0.0
MID11191,ComponentRepair,170.73438284716983,446.93893502867246,100.59243787584151,40.533296059586114,136374,2.0,3.0,2.0,0.0,4.0,3.0,0.0,6.0,2.0,4.0,9.0,8.0,6.0,27.0,0.0,0.0,0.0,8022.0,0.0
MID11192,ComponentRepair,171.12201346561943,446.97610516660376,100.62115833770164,40.42055259827774,136221,4.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,4.0,5.0,6.0,2.0,7.0,20.0,0.0,0.0,0.0,8013.0,0.0
MID11193,NoIssue,170.76726327141245,447.0220421019828,100.42541421643186,40.393713337489004,144378,2.0,3.0,4.0,3.0,2.0,4.0,0.0,2.0,2.0,9.0,6.0,4.0,8.0,25.0,2.0,0.0,0.0,8021.0,0.0
MID11194,ComponentRepair,171.0752223731772,445.89495626324424,100.599654718933,40.55272899040251,136391,5.0,3.0,3.0,1.0,4.0,5.0,0.0,7.0,6.0,10.0,12.0,5.0,5.0,27.0,5.0,0.0,0.0,8023.0,0.0
MID11195,ComponentRepair,170.39581045873857,446.18595001246524,100.72690559212147,40.60544436175522,144396,4.0,3.0,4.0,0.0,3.0,5.0,0.0,5.0,2.0,7.0,9.0,5.0,8.0,29.0,0.0,0.0,8022.0,0.0,0.0
MID11196,NoIssue,170.92999945137166,448.00885638403975,100.4795693653367,40.428013172069726,136340,4.0,1.0,2.0,0.0,4.0,2.0,0.0,8.0,3.0,8.0,10.0,7.0,4.0,29.0,0.0,0.0,8020.0,0.0,0.0
MID11197,ComponentRepair,170.76896753959315,445.7002162239672,100.81499045641584,40.587820488839064,144342,1.0,4.0,6.0,0.0,4.0,6.0,0.0,5.0,0.0,10.0,5.0,7.0,2.0,24.0,0.0,0.0,0.0,8019.0,0.0
MID11198,ComponentReplacement,170.74316669160797,445.3935188178077,100.76033631749556,40.37885762813309,144342,3.0,5.0,3.0,1.0,2.0,5.0,0.0,4.0,3.0,10.0,10.0,4.0,3.0,26.0,1.0,0.0,8019.0,0.0,0.0
MID11199,ComponentRepair,170.67138950386433,445.7276728621297,101.52674453253535,40.457674188481725,136374,2.0,5.0,5.0,6.0,4.0,6.0,7.0,3.0,3.0,8.0,6.0,7.0,5.0,26.0,0.0,8022.0,0.0,0.0,0.0
MID11200,ComponentRepair,170.68327743017366,446.0415105236924,101.10900336783098,40.3282930897755,144360,3.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,8.0,9.0,4.0,8.0,29.0,0.0,8020.0,0.0,0.0,0.0
MID11201,ComponentRepair,170.873272643392,448.0388616583541,100.5323545049873,40.555876384039856,144360,3.0,2.0,3.0,0.0,4.0,3.0,0.0,5.0,2.0,5.0,11.0,6.0,6.0,28.0,0.0,0.0,8020.0,0.0,0.0
MID11202,ComponentReplacement,170.86703600348784,445.564862825464,100.51332253643974,40.537897677837194,144486,0.0,4.0,4.0,2.0,3.0,7.0,0.0,6.0,0.0,7.0,9.0,7.0,8.0,31.0,0.0,0.0,0.0,8027.0,0.0
MID11203,NoIssue,170.72540923824934,446.52230395212604,101.57990929559932,40.47080937040262,144378,0.0,4.0,4.0,6.0,3.0,5.0,7.0,4.0,0.0,8.0,7.0,8.0,2.0,23.0,2.0,8021.0,0.0,0.0,0.0
MID11204,ComponentRepair,170.79224329884084,446.01798831816615,100.83065775090391,40.434967794539396,136357,2.0,3.0,3.0,0.0,3.0,5.0,0.0,5.0,0.0,7.0,6.0,10.0,6.0,26.0,3.0,0.0,8021.0,0.0,0.0
MID11206,NoIssue,170.97237593562883,448.1612841941127,100.86859306387194,40.461427980289244,136272,2.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,6.0,5.0,5.0,9.0,25.0,0.0,0.0,0.0,8016.0,0.0
MID11207,NoIssue,170.74831590031135,446.88614082243174,100.86574280124603,40.487823846728965,144450,2.0,3.0,3.0,0.0,3.0,4.0,0.0,5.0,3.0,9.0,5.0,12.0,5.0,31.0,0.0,0.0,0.0,8025.0,0.0
MID11208,NoIssue,170.3759103005356,447.2140785883516,101.36707051128546,40.606499413892,144342,2.0,2.0,2.0,4.0,5.0,2.0,5.0,7.0,2.0,5.0,9.0,6.0,4.0,19.0,5.0,8019.0,0.0,0.0,0.0
MID11210,ComponentRepair,171.13770887448538,446.12785374548184,101.20466849806813,40.40407308114176,136391,4.0,5.0,3.0,6.0,3.0,5.0,8.0,4.0,3.0,6.0,11.0,8.0,7.0,29.0,3.0,8023.0,0.0,0.0,0.0
MID11211,ComponentReplacement,171.12307571072347,445.14046219451325,100.50600699750593,40.55318053491262,144360,5.0,5.0,6.0,1.0,4.0,6.0,0.0,5.0,5.0,7.0,7.0,6.0,5.0,21.0,4.0,0.0,0.0,8020.0,0.0
MID11213,ComponentReplacement,170.72557057869804,444.6488258293848,100.79756672112767,40.474381420554,136306,3.0,4.0,3.0,1.0,5.0,4.0,0.0,8.0,3.0,9.0,6.0,5.0,4.0,24.0,0.0,0.0,8018.0,0.0,0.0
MID11214,ComponentRepair,171.07044663425484,445.3309577786102,100.94362903889319,40.321845046122974,144396,4.0,6.0,4.0,0.0,1.0,6.0,0.0,2.0,5.0,6.0,11.0,2.0,10.0,26.0,3.0,0.0,8022.0,0.0,0.0
MID11216,ComponentRepair,170.63439756918407,446.8579448391904,100.56138368611354,40.542985818997806,136374,4.0,3.0,3.0,2.0,3.0,3.0,0.0,5.0,3.0,6.0,7.0,11.0,4.0,28.0,0.0,0.0,0.0,8022.0,0.0
MID11217,ComponentRepair,170.80412055340912,445.2921671693893,101.45131560388874,40.433849472765786,136391,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,10.0,8.0,5.0,7.0,30.0,0.0,8023.0,0.0,0.0,0.0
MID11218,ComponentRepair,170.59915556109752,446.7143665461339,100.53694513092277,40.46012189401498,136340,2.0,3.0,4.0,0.0,5.0,4.0,0.0,5.0,2.0,5.0,9.0,4.0,9.0,24.0,3.0,0.0,0.0,8020.0,0.0
MID11219,ComponentRepair,170.53503850280754,447.8329908421718,100.65243916780993,40.545977399875206,144270,2.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,10.0,4.0,4.0,6.0,23.0,1.0,0.0,8015.0,0.0,0.0
MID11220,ComponentRepair,170.4766849800403,446.71251773952156,100.50872143587809,40.398057967814445,136272,1.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,6.0,10.0,2.0,2.0,20.0,0.0,0.0,8016.0,0.0,0.0
MID11221,ComponentRepair,170.69283647806617,445.6624046734794,100.77293364282177,40.28988087861428,136408,5.0,3.0,4.0,1.0,3.0,4.0,0.0,3.0,2.0,6.0,6.0,13.0,7.0,31.0,1.0,0.0,8024.0,0.0,0.0
MID11222,ComponentRepair,170.87111336991708,448.3789898977302,100.61974527064103,40.390698368670336,144324,6.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,4.0,5.0,9.0,7.0,6.0,27.0,0.0,0.0,0.0,8018.0,0.0
MID11223,ComponentReplacement,170.4753815553337,445.81375649302134,100.62537183075774,40.32587144192413,136408,3.0,4.0,5.0,0.0,1.0,7.0,0.0,2.0,5.0,8.0,6.0,9.0,8.0,31.0,0.0,0.0,8024.0,0.0,0.0
MID11224,ComponentRepair,170.62122802992536,446.5431072942644,100.74481542144609,40.42458223690767,136340,3.0,3.0,3.0,0.0,3.0,4.0,0.0,4.0,2.0,6.0,8.0,5.0,8.0,26.0,1.0,0.0,8020.0,0.0,0.0
MID11225,ComponentReplacement,171.1084713572853,445.81367824351287,101.20166457335358,40.433645560129776,136272,4.0,3.0,3.0,6.0,3.0,5.0,2.0,3.0,5.0,6.0,2.0,5.0,7.0,20.0,0.0,0.0,0.0,0.0,8016.0
MID11226,ComponentRepair,170.83679942643386,446.7721087157091,100.45425677182065,40.52148122942633,136340,4.0,3.0,3.0,1.0,2.0,3.0,0.0,3.0,4.0,4.0,3.0,9.0,9.0,25.0,0.0,0.0,8020.0,0.0,0.0
MID11227,ComponentRepair,170.98459304239353,446.3163185286773,100.83715546259363,40.34862093391536,144360,2.0,5.0,5.0,0.0,1.0,7.0,0.0,2.0,2.0,9.0,7.0,2.0,7.0,25.0,0.0,0.0,0.0,8020.0,0.0
MID11229,ComponentRepair,170.40188156549942,447.61828070547153,100.9414501470774,40.43952659478992,136391,0.0,2.0,2.0,0.0,4.0,4.0,0.0,8.0,0.0,9.0,7.0,9.0,6.0,31.0,0.0,0.0,8023.0,0.0,0.0
MID11230,ComponentRepair,170.4997372957461,447.2993777223402,100.80808307970612,40.50056673194472,128272,1.0,2.0,1.0,0.0,2.0,1.0,0.0,4.0,3.0,5.0,6.0,4.0,6.0,21.0,0.0,0.0,0.0,8017.0,0.0
MID11231,ComponentRepair,170.9697548797209,445.6405179234702,101.52524971332434,40.384055382026744,136391,5.0,4.0,5.0,4.0,2.0,5.0,7.0,2.0,5.0,8.0,9.0,3.0,9.0,29.0,0.0,8023.0,0.0,0.0,0.0
MID11232,ComponentReplacement,170.9244475152577,443.58053083821216,100.76456803836068,40.47668862747538,128464,4.0,6.0,6.0,2.0,4.0,10.0,0.0,6.0,6.0,11.0,7.0,8.0,6.0,29.0,3.0,0.0,0.0,8029.0,0.0
MID11234,ComponentRepair,170.68809015085392,446.2887169554915,100.54459034035635,40.58634320159576,136357,2.0,4.0,3.0,0.0,5.0,4.0,0.0,8.0,1.0,9.0,8.0,7.0,3.0,25.0,2.0,0.0,8021.0,0.0,0.0
MID11235,ComponentRepair,170.57822178736134,444.2704681415943,100.52015915368368,40.4099763031285,136391,3.0,7.0,5.0,0.0,4.0,8.0,0.0,8.0,1.0,10.0,5.0,6.0,6.0,24.0,3.0,0.0,8023.0,0.0,0.0
MID11237,NoIssue,170.594952613849,447.66672467872655,100.57799199126652,40.421277681846576,128240,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,5.0,7.0,6.0,21.0,0.0,0.0,0.0,8015.0,0.0
MID11238,ComponentRepair,170.78138704003987,446.7616725583128,100.94525280404156,40.56489434451797,136289,3.0,3.0,2.0,0.0,3.0,2.0,0.0,4.0,1.0,4.0,8.0,6.0,5.0,23.0,0.0,0.0,0.0,8017.0,0.0
MID11239,ComponentRepair,170.4347244139652,447.146614114713,100.42860979925156,40.50782193017453,128320,4.0,4.0,3.0,1.0,4.0,5.0,0.0,8.0,1.0,7.0,9.0,7.0,3.0,22.0,4.0,0.0,8020.0,0.0,0.0
MID11242,ComponentReplacement,171.26961042654034,445.9802015589914,100.4983574644555,40.58493651284615,128288,5.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,5.0,4.0,3.0,6.0,8.0,20.0,1.0,0.0,8018.0,0.0,0.0
MID11243,ComponentRepair,171.08716249065046,446.72015531039546,101.45166173273456,40.470628193717296,128352,3.0,3.0,2.0,4.0,3.0,4.0,6.0,6.0,2.0,3.0,7.0,9.0,11.0,27.0,3.0,8022.0,0.0,0.0,0.0
MID11244,NoIssue,170.2953405388544,446.42292744168753,101.22019291256082,40.52496915304986,136289,0.0,3.0,2.0,3.0,4.0,3.0,4.0,6.0,0.0,3.0,8.0,6.0,6.0,23.0,0.0,8017.0,0.0,0.0,0.0
MID11245,ComponentReplacement,171.0279666915798,445.98659715993796,100.58490217364287,40.55389718485304,136476,2.0,6.0,5.0,2.0,4.0,8.0,3.0,7.0,4.0,5.0,14.0,6.0,8.0,33.0,0.0,8028.0,0.0,0.0,0.0
MID11246,ComponentReplacement,170.7819491341722,447.7586790208048,101.44103677214417,40.390072886508214,136459,6.0,2.0,2.0,4.0,2.0,4.0,6.0,4.0,7.0,7.0,7.0,5.0,14.0,33.0,0.0,8027.0,0.0,0.0,0.0
MID11247,NoIssue,170.61590430281873,446.16855034921514,100.77638379271662,40.56813548266387,136306,1.0,2.0,3.0,0.0,5.0,3.0,0.0,6.0,2.0,4.0,6.0,8.0,8.0,26.0,0.0,0.0,8018.0,0.0,0.0
MID11248,ComponentReplacement,170.98996164298148,447.205065918724,101.27177023684881,40.528436842433265,136374,3.0,2.0,3.0,4.0,3.0,3.0,6.0,5.0,3.0,15.0,5.0,3.0,7.0,30.0,0.0,8022.0,0.0,0.0,0.0
MID11249,ComponentRepair,170.30106080946376,444.9280163636351,101.40202306475736,40.57142782689906,136510,3.0,5.0,4.0,5.0,4.0,5.0,7.0,7.0,1.0,7.0,7.0,11.0,8.0,33.0,0.0,8030.0,0.0,0.0,0.0
MID11251,ComponentReplacement,170.7928429871586,445.8014007854375,100.61578241366458,40.43818384490702,128336,3.0,6.0,6.0,0.0,3.0,6.0,0.0,4.0,7.0,9.0,7.0,4.0,4.0,24.0,0.0,0.0,0.0,8021.0,0.0
MID11252,ComponentReplacement,170.96820712147806,445.7407410202024,100.76417989772978,40.43668946121227,128288,3.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,6.0,9.0,8.0,6.0,26.0,3.0,0.0,0.0,8018.0,0.0
MID11253,ComponentRepair,170.60653310473813,447.06694245635816,100.7762584002498,40.53445397132172,136340,1.0,3.0,2.0,1.0,4.0,3.0,0.0,6.0,2.0,8.0,6.0,7.0,5.0,26.0,0.0,0.0,8020.0,0.0,0.0
MID11255,ComponentRepair,171.26246691185605,445.86724574242606,100.41865894402245,40.603767951627006,128336,5.0,4.0,4.0,0.0,4.0,7.0,0.0,6.0,5.0,6.0,8.0,9.0,5.0,23.0,5.0,0.0,8021.0,0.0,0.0
MID11256,NoIssue,170.79089092042847,447.3423648540775,100.83159206909455,40.39460154028435,128288,0.0,4.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,7.0,6.0,6.0,7.0,24.0,2.0,0.0,8018.0,0.0,0.0
MID11258,ComponentRepair,170.67120713127997,444.0445704151607,100.58814557910502,40.61492312554537,128336,1.0,4.0,5.0,0.0,4.0,7.0,0.0,8.0,0.0,7.0,3.0,5.0,12.0,27.0,0.0,0.0,0.0,8021.0,0.0
MID11259,ComponentRepair,170.91443975062379,446.4788117456364,100.7109447830428,40.43792533167081,136340,1.0,6.0,3.0,1.0,2.0,6.0,0.0,3.0,1.0,5.0,9.0,4.0,8.0,25.0,1.0,0.0,8020.0,0.0,0.0
MID11260,NoIssue,170.65015718738346,447.830911444956,100.83186286871972,40.44041139134771,128336,1.0,2.0,1.0,0.0,3.0,1.0,0.0,5.0,2.0,12.0,10.0,3.0,6.0,31.0,0.0,0.0,0.0,8021.0,0.0
MID11261,NoIssue,170.60039881472312,447.44915433561897,100.45778087585761,40.31914469619478,136255,3.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,6.0,5.0,5.0,6.0,20.0,2.0,0.0,8015.0,0.0,0.0
